toxin_type,binding_type,binding_affinity_nM,binding_site,toxin_id,antibody_id,data_source,toxin_type_encoded,binding_type_encoded,binding_site_encoded
Three-Finger Toxin,Broad-spectrum,0.15368410118780848,Multiple epitopes,SYN_TOX_3FTx_94,SYN_MAB_81_H,synthetic,6,0,15
Snake Venom Metalloproteinase,Mixed,-0.31548457941408975,Multiple CDRs,Q5XUW8.1,NP_001265042.1,real,4,3,14
Cysteine-Rich Secretory Protein,Linear,-0.3557862011906388,Multiple CDRs,XP_039204466.1,9CLP_C,real,0,2,14
Snake Venom Metalloproteinase,Linear,0.10406975406050308,CDR-H3,P0DM87.1,4V1D_B,real,4,2,2
Cysteine-Rich Secretory Protein,Mixed,-0.3703975461375152,CDR-H3,XP_039185515.1,Q9HCN6.4,real,0,3,2
Snake Venom Serine Protease,Conformational,-0.3715214957488134,Multiple CDRs,P0CG03.1,9CLP_C,real,5,1,14
Snake Venom Serine Protease,Mixed,-0.4232231778685297,CDR-H3,E0Y420.1,9CU5_K,real,5,3,2
Snake Venom Serine Protease,Linear,-0.3665440046130643,Multiple CDRs,F8S114.1,6IOM_A,real,5,2,14
Snake Venom Metalloproteinase,Mixed,-0.08523547332814785,Multiple CDRs,J9Z332.1,4V1D_A,real,4,3,14
Snake Venom Serine Protease,Mixed,0.7382984632930485,CDR-H3,D8MIA0.1,P13987.1,real,5,3,2
Snake Venom Serine Protease,Mixed,-0.3183747355574279,CDR-H3,C0HLA3.1,NP_000602.1,real,5,3,2
Disintegrin,Linear,-0.1303540220102606,CDR-H3,AAB22478.1,NP_001424713.1,real,1,2,2
Snake Venom Metalloproteinase,Broad-spectrum,5.002723852788536,Multiple epitopes,SYN_TOX_SVMP_93,SYN_MAB_139_H,synthetic,4,0,15
Phospholipase A2,Conformational,-0.2975013856333188,CDR-H3,AAB24834.1,6ION_A,real,3,1,2
Phospholipase A2,Linear,-0.08635942293944603,CDR-H3,AAB20783.1,8SXP_H,real,3,2,2
Snake Venom Metalloproteinase,Linear,-0.37120036728844247,CDR-H3,V5TBK6.1,9CLP_L,real,4,2,2
Three-Finger Toxin,Specific,-0.303923954840737,Loop I,SYN_TOX_3FTx_73,SYN_MAB_64_H,synthetic,6,4,12
Disintegrin,Mixed,-0.422259792487417,Multiple CDRs,A43020,9CLP_L,real,1,3,14
Snake Venom Serine Protease,Conformational,-0.36461723385083883,CDR-H3,B0ZT25.1,9MIA_R,real,5,1,2
Phospholipase A2,Broad-spectrum,4.392579778083809,Multiple epitopes,SYN_TOX_PLA2_176,SYN_MAB_107_H,synthetic,3,0,15
Three-Finger Toxin,Broad-spectrum,6.455830135966901,Multiple epitopes,SYN_TOX_3FTx_178,SYN_MAB_139_H,synthetic,6,0,15
Snake Venom Metalloproteinase,Mixed,-0.013623826665435153,CDR-H3,P82942.1,NP_001265042.1,real,4,3,2
Snake Venom Serine Protease,Specific,-0.2445151896721188,Exosite,SYN_TOX_SVSP_123,SYN_MAB_93_H,synthetic,5,4,8
Phospholipase A2,Broad-spectrum,3.812942907114318,Multiple epitopes,SYN_TOX_PLA2_50,SYN_MAB_117_H,synthetic,3,0,15
Snake Venom Metalloproteinase,Mixed,-0.40523998408775885,Multiple CDRs,F8RKW1.1,8SXP_L,real,4,3,14
Kunitz-type Serine Protease Inhibitor,Conformational,-0.3837243772429079,Multiple CDRs,AEI52542.1,1CDQ_A,real,2,1,14
Phospholipase A2,Specific,-0.27020546650179156,Enzymatic Site,SYN_TOX_PLA2_134,SYN_MAB_27_H,synthetic,3,4,7
Snake Venom Serine Protease,Linear,-0.3093831386670424,Multiple CDRs,B0FXM1.1,8SXP_L,real,5,2,14
Snake Venom Metalloproteinase,Mixed,0.24745361161611398,Multiple CDRs,P0DM97.1,1CDQ_A,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.09085522138463878,CDR-H3,F8S114.1,9CU5_F,real,5,3,2
Cysteine-Rich Secretory Protein,Mixed,-0.37136093151862787,Multiple CDRs,XP_026568633.1,4V1D_A,real,0,3,14
Snake Venom Metalloproteinase,Conformational,0.10888668096606666,Multiple CDRs,Q0NZX6.1,1CDS_A,real,4,1,14
Snake Venom Metalloproteinase,Conformational,-0.28979430258441696,CDR-H3,P0DM87.1,8TO9_J,real,4,1,2
Snake Venom Serine Protease,Conformational,-0.04814513615530786,CDR-H3,A8QL56.1,9CLP_C,real,5,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.3673468257639915,CDR-H3,XP_026568636.1,8SXP_L,real,0,3,2
Snake Venom Serine Protease,Mixed,-0.22348127551782423,Multiple CDRs,E0Y418.1,6IOM_B,real,5,3,14
Phospholipase A2,Mixed,-0.41615835174036975,Multiple CDRs,AAB28454.1,4V1D_D,real,3,3,14
Cysteine-Rich Secretory Protein,Linear,-0.4033132133255334,Multiple CDRs,XP_026568636.1,9MI0_R,real,0,2,14
Snake Venom Serine Protease,Linear,-0.35899748579434787,CDR-H3,P84787.1,9CU5_F,real,5,2,2
Phospholipase A2,Broad-spectrum,2.1286241324689,Multiple epitopes,SYN_TOX_PLA2_120,SYN_MAB_40_H,synthetic,3,0,15
Snake Venom Serine Protease,Linear,-0.38581171223531885,Multiple CDRs,P0DL27.1,Q9HCN6.4,real,5,2,14
Snake Venom Serine Protease,Linear,-0.3543411231189697,CDR-H3,E0Y420.1,6ION_A,real,5,2,2
Snake Venom Serine Protease,Mixed,-0.3864539691560606,CDR-H3,O93421.2,NP_000602.1,real,5,3,2
Snake Venom Metalloproteinase,Conformational,-0.2392165700759988,CDR-H3,Q9PW36.1,6IOM_A,real,4,1,2
Phospholipase A2,Mixed,-0.08780450101111512,Multiple CDRs,AAB26654.1,4V1D_B,real,3,3,14
Snake Venom Serine Protease,Specific,-0.2445151896721188,Exosite,SYN_TOX_SVSP_130,SYN_MAB_116_H,synthetic,5,4,8
Snake Venom Serine Protease,Linear,-0.22460522512912243,Multiple CDRs,D8MIA0.1,4V1D_E,real,5,2,14
Snake Venom Metalloproteinase,Conformational,-0.1006496394259515,Multiple CDRs,A8QL49.1,9CLP_H,real,4,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.3169296574857588,CDR-H3,XP_026568636.1,8SXP_H,real,0,1,2
Snake Venom Serine Protease,Mixed,-0.1671232307227297,Multiple CDRs,P84788.1,4V1D_B,real,5,3,14
Snake Venom Serine Protease,Mixed,-0.3864539691560606,Multiple CDRs,B0FXM1.1,6IOM_B,real,5,3,14
Disintegrin,Specific,0.06055684768024487,RGD Motif,SYN_TOX_DIS_90,SYN_MAB_94_H,synthetic,1,4,17
Disintegrin,Mixed,-0.4182456867327806,CDR-H3,P34182.1,9MI0_R,real,1,3,2
Cysteine-Rich Secretory Protein,Conformational,1.2834140247726669,CDR-H3,KAG8124483.1,9CU5_G,real,0,1,2
Disintegrin,Mixed,-0.3893441252993988,Multiple CDRs,ABD34835.1,4V1D_B,real,1,3,14
Snake Venom Metalloproteinase,Conformational,0.04883565887670668,CDR-H3,F8RKV9.1,Q9HCN6.4,real,4,1,2
Phospholipase A2,Conformational,-0.42033302172519155,CDR-H3,AAB33760.1,9CU5_D,real,3,1,2
Snake Venom Serine Protease,Conformational,-0.3951244375860752,CDR-H3,E5L0E6.1,NP_000602.1,real,5,1,2
Snake Venom Metalloproteinase,Conformational,-0.3201409420894679,CDR-H3,P84035.1,9CU5_K,real,4,1,2
Disintegrin,Conformational,0.7161405995274558,CDR-H3,AAB22478.1,P13987.1,real,1,1,2
Phospholipase A2,Conformational,-0.3676679542243625,CDR-H3,XCA51249.1,Q9HCN6.4,real,3,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.4148738378988861,Multiple CDRs,XP_032069584.1,6IOM_A,real,0,3,14
Three-Finger Toxin,Broad-spectrum,6.166814521633082,Multiple epitopes,SYN_TOX_3FTx_178,SYN_MAB_55_H,synthetic,6,0,15
Cysteine-Rich Secretory Protein,Linear,-0.0184407535709988,Multiple CDRs,XP_058038736.1,9MIA_N,real,0,2,14
Cysteine-Rich Secretory Protein,Linear,-0.1574893769116024,Multiple CDRs,XP_034288380.1,6ION_A,real,0,2,14
Snake Venom Metalloproteinase,Conformational,-0.41471327366870064,Multiple CDRs,Q9PW36.1,NP_000602.1,real,4,1,14
Snake Venom Metalloproteinase,Mixed,0.04128914005799034,CDR-H3,P0DM97.1,9CLP_H,real,4,3,2
Phospholipase A2,Mixed,-0.0341760481291733,CDR-H3,XCA51353.1,1CDR_A,real,3,3,2
Snake Venom Metalloproteinase,Linear,-0.2758252145582824,CDR-H3,Q9PW36.1,Q9HCN6.4,real,4,2,2
Disintegrin,Linear,-0.36461723385083883,Multiple CDRs,AAB30855.1,1CDQ_A,real,1,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.37168205997899884,Multiple CDRs,XP_070588618.1,P00740.2,real,0,1,14
Snake Venom Metalloproteinase,Mixed,-0.39705120834830065,Multiple CDRs,P82942.1,P13987.1,real,4,3,14
Cysteine-Rich Secretory Protein,Linear,-0.3260818186063297,Multiple CDRs,KAG8124483.1,P13987.1,real,0,2,14
Snake Venom Serine Protease,Conformational,-0.34326219123617335,Multiple CDRs,C0HLA3.1,4V1D_B,real,5,1,14
Cysteine-Rich Secretory Protein,Specific,-0.30231831253888247,CAP Domain,SYN_TOX_CRISP_70,SYN_MAB_31_H,synthetic,0,4,1
Three-Finger Toxin,Specific,-0.1786838552960824,Loop II,SYN_TOX_3FTx_3,SYN_MAB_59_H,synthetic,6,4,13
Cysteine-Rich Secretory Protein,Broad-spectrum,3.8627178184718094,Multiple epitopes,SYN_TOX_CRISP_70,SYN_MAB_18_H,synthetic,0,0,15
Snake Venom Serine Protease,Conformational,2.263176957364311,Multiple CDRs,B5U6Y3.1,Q9HCN6.4,real,5,1,14
Three-Finger Toxin,Broad-spectrum,0.5823905957829721,Multiple epitopes,SYN_TOX_3FTx_31,SYN_MAB_109_H,synthetic,6,0,15
Three-Finger Toxin,Broad-spectrum,3.218855255428136,Multiple epitopes,SYN_TOX_3FTx_101,SYN_MAB_17_H,synthetic,6,0,15
Cysteine-Rich Secretory Protein,Linear,0.5408044601649394,Multiple CDRs,AAL54918.1,P13987.1,real,0,2,14
Disintegrin,Mixed,-0.2578420207775115,CDR-H3,AAB22477.1,6ION_A,real,1,3,2
Snake Venom Metalloproteinase,Linear,-0.0992045613542824,Multiple CDRs,A3R0T9.1,NP_000602.1,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.39335823105403517,Multiple CDRs,V5TBK6.1,9B7R_L,real,4,2,14
Phospholipase A2,Linear,-0.3800313999486425,Multiple CDRs,AAB25792.1,9MIB_H,real,3,2,14
Cysteine-Rich Secretory Protein,Specific,-0.18350078220164606,Ion Channel Binding Region,SYN_TOX_CRISP_42,SYN_MAB_4_H,synthetic,0,4,11
Phospholipase A2,Broad-spectrum,7.181580456405155,Multiple epitopes,SYN_TOX_PLA2_22,SYN_MAB_56_H,synthetic,3,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.3748933445827079,Multiple CDRs,KAG8124481.1,9CLP_L,real,0,1,14
Snake Venom Metalloproteinase,Broad-spectrum,1.738453053118245,Multiple epitopes,SYN_TOX_SVMP_121,SYN_MAB_28_H,synthetic,4,0,15
Disintegrin,Mixed,-0.06725227954737698,CDR-H3,P34182.1,4V1D_E,real,1,3,2
Snake Venom Serine Protease,Conformational,-0.3323438235835624,CDR-H3,E5L0E3.1,P13987.1,real,5,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.3752144730430788,CDR-H3,XP_034288378.1,4V1D_B,real,0,1,2
Snake Venom Metalloproteinase,Linear,-0.23439964317043516,CDR-H3,P17347.3,9CU5_E,real,4,2,2
Cysteine-Rich Secretory Protein,Specific,-0.31676909325557334,Ion Channel Binding Region,SYN_TOX_CRISP_14,SYN_MAB_142_H,synthetic,0,4,11
Snake Venom Metalloproteinase,Linear,-0.38147647802031154,Multiple CDRs,Q9W7S2.1,9CLP_H,real,4,2,14
Phospholipase A2,Linear,-0.4219386640270461,Multiple CDRs,AAB28455.1,4V1D_D,real,3,2,14
Snake Venom Metalloproteinase,Conformational,-0.2327940008685806,Multiple CDRs,P14530.3,9CLP_L,real,4,1,14
Snake Venom Serine Protease,Conformational,-0.33732131471931154,Multiple CDRs,E5L0E6.1,Q9HCN6.4,real,5,1,14
Snake Venom Serine Protease,Conformational,-0.19554309946555515,CDR-H3,P0DJF5.1,1CDS_A,real,5,1,2
Cysteine-Rich Secretory Protein,Conformational,-0.25077719464935155,CDR-H3,XP_032069584.1,9CLP_L,real,0,1,2
Snake Venom Serine Protease,Conformational,-0.3740905234317806,CDR-H3,Q8UUJ1.2,8SXP_L,real,5,1,2
Snake Venom Serine Protease,Mixed,-0.20292905405408607,Multiple CDRs,A8QL57.1,9MI0_L,real,5,3,14
Snake Venom Serine Protease,Linear,-0.422259792487417,Multiple CDRs,E0Y421.1,Q9HCN6.4,real,5,2,14
Snake Venom Serine Protease,Conformational,-0.2983042067842461,CDR-H3,Q9PT51.1,9MIA_K,real,5,1,2
Snake Venom Serine Protease,Conformational,-0.3007126702370279,CDR-H3,E5L0E3.1,9CLP_H,real,5,1,2
Cysteine-Rich Secretory Protein,Linear,-0.2891520456636752,Multiple CDRs,XP_026568632.1,1CDR_A,real,0,2,14
Phospholipase A2,Mixed,-0.1012918963466933,CDR-H3,KAG5858194.1,4V1D_A,real,3,3,2
Snake Venom Metalloproteinase,Conformational,-0.2677970030490097,CDR-H3,R4NNL0.1,9CLP_H,real,4,1,2
Snake Venom Serine Protease,Conformational,-0.3011943629275843,Multiple CDRs,A8QL53.1,9CLP_C,real,5,1,14
Snake Venom Metalloproteinase,Linear,-0.15315414269659514,Multiple CDRs,R4NNL0.1,P00740.2,real,4,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.11991734704820603,Multiple CDRs,XP_039190748.1,1CDS_A,real,0,1,14
Snake Venom Serine Protease,Conformational,0.21582245826957946,Multiple CDRs,Q2PQJ3.1,9CU5_G,real,5,1,14
Snake Venom Metalloproteinase,Mixed,-0.24708421735508607,CDR-H3,A8QL59.1,NP_001424713.1,real,4,3,2
Phospholipase A2,Broad-spectrum,4.781145215132609,Multiple epitopes,SYN_TOX_PLA2_64,SYN_MAB_115_H,synthetic,3,0,15
Snake Venom Serine Protease,Linear,-0.303923954840737,CDR-H3,C0HK19.1,8SXP_H,real,5,2,2
Snake Venom Metalloproteinase,Mixed,-0.20164454021260242,Multiple CDRs,P0DQT6.1,9MIA_P,real,4,3,14
Phospholipase A2,Broad-spectrum,1.7641433299479177,Multiple epitopes,SYN_TOX_PLA2_43,SYN_MAB_109_H,synthetic,3,0,15
Snake Venom Metalloproteinase,Linear,-0.34181711316450425,Multiple CDRs,Q9W7S2.1,4V1D_D,real,4,2,14
Snake Venom Metalloproteinase,Conformational,-0.35899748579434787,Multiple CDRs,P0DL29.1,4V1D_B,real,4,1,14
Cysteine-Rich Secretory Protein,Specific,-0.30713523944444604,CAP Domain,SYN_TOX_CRISP_21,SYN_MAB_46_H,synthetic,0,4,1
Snake Venom Metalloproteinase,Broad-spectrum,2.093300001828099,Multiple epitopes,SYN_TOX_SVMP_58,SYN_MAB_55_H,synthetic,4,0,15
Cysteine-Rich Secretory Protein,Conformational,-0.18703319526572607,CDR-H3,XP_015678374.1,P13987.1,real,0,1,2
Snake Venom Metalloproteinase,Mixed,-0.4110202963744352,CDR-H3,P0C7A9.1,4V1D_B,real,4,3,2
Snake Venom Metalloproteinase,Mixed,-0.40716675484998427,CDR-H3,P0C7A9.1,NP_001424713.1,real,4,3,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,2.223357028278318,Multiple epitopes,SYN_TOX_KSPI_26,SYN_MAB_18_H,synthetic,2,0,15
Snake Venom Metalloproteinase,Specific,-0.0341760481291733,Substrate Recognition Site,SYN_TOX_SVMP_44,SYN_MAB_19_H,synthetic,4,4,20
Disintegrin,Mixed,-0.31436062980279156,Multiple CDRs,AAB27210.1,6IOM_A,real,1,3,14
Phospholipase A2,Broad-spectrum,3.4484621045933364,Multiple epitopes,SYN_TOX_PLA2_57,SYN_MAB_104_H,synthetic,3,0,15
Phospholipase A2,Conformational,-0.05745786150606426,Multiple CDRs,XCA51350.1,6IOM_B,real,3,1,14
Three-Finger Toxin,Broad-spectrum,-0.28144496261477336,Multiple epitopes,SYN_TOX_3FTx_157,SYN_MAB_82_H,synthetic,6,0,15
Disintegrin,Linear,-0.3307381812817079,CDR-H3,AAB30855.1,4V1D_D,real,1,2,2
Snake Venom Metalloproteinase,Mixed,-0.330417052821337,Multiple CDRs,P0DQT6.1,6IOM_B,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.16086122574549697,CDR-H3,B5U6Y3.1,6IOM_B,real,5,3,2
Snake Venom Metalloproteinase,Mixed,-0.2374503635439588,Multiple CDRs,A3R0T9.1,8TO9_J,real,4,3,14
Snake Venom Metalloproteinase,Conformational,-0.2637828972943733,Multiple CDRs,F8RKW1.1,4V1D_B,real,4,1,14
Cysteine-Rich Secretory Protein,Linear,-0.08362983102629333,CDR-H3,XP_070812689.1,4V1D_D,real,0,2,2
Snake Venom Metalloproteinase,Conformational,-0.3325043878137479,Multiple CDRs,P0DM87.1,P00740.2,real,4,1,14
Snake Venom Serine Protease,Mixed,-0.2857801968297806,CDR-H3,E5L0E4.1,9MIB_N,real,5,3,2
Cysteine-Rich Secretory Protein,Specific,-0.06307760956255513,CAP Domain,SYN_TOX_CRISP_182,SYN_MAB_74_H,synthetic,0,4,1
Cysteine-Rich Secretory Protein,Mixed,-0.39271597413329334,Multiple CDRs,AAP20602.1,9CLP_L,real,0,3,14
Phospholipase A2,Conformational,-0.4193696363440788,Multiple CDRs,AAB26654.1,Q9HCN6.4,real,3,1,14
Snake Venom Serine Protease,Linear,-0.21288403632558422,CDR-H3,E0Y420.1,8SXP_H,real,5,2,2
Snake Venom Serine Protease,Linear,-0.12730330163673695,Multiple CDRs,Q8UUJ1.2,6IOM_B,real,5,2,14
Cysteine-Rich Secretory Protein,Linear,-0.19265294332221697,CDR-H3,XP_070812678.1,4V1D_E,real,0,2,2
Snake Venom Metalloproteinase,Linear,-0.1106046216974497,Multiple CDRs,A3R0T9.1,8SXP_L,real,4,2,14
Snake Venom Metalloproteinase,Broad-spectrum,1.3258029815416268,Multiple epitopes,SYN_TOX_SVMP_72,SYN_MAB_86_H,synthetic,4,0,15
Disintegrin,Conformational,-0.3461523473795115,Multiple CDRs,AAB22478.1,1CDR_A,real,1,1,14
Phospholipase A2,Linear,0.0685850591895176,Multiple CDRs,XCA51350.1,9CLP_C,real,3,2,14
Snake Venom Serine Protease,Linear,-0.217379834770777,Multiple CDRs,F8S114.1,P00740.2,real,5,2,14
Snake Venom Serine Protease,Specific,-0.38581171223531885,Exosite,SYN_TOX_SVSP_74,SYN_MAB_93_H,synthetic,5,4,8
Snake Venom Metalloproteinase,Conformational,-0.40620336946887153,CDR-H3,J9Z332.1,NP_001455.3,real,4,1,2
Cysteine-Rich Secretory Protein,Mixed,-0.33764244317968245,Multiple CDRs,AAP20602.1,Q9HCN6.4,real,0,3,14
Three-Finger Toxin,Specific,-0.0646832518644097,Central Core,SYN_TOX_3FTx_164,SYN_MAB_41_H,synthetic,6,4,6
Snake Venom Metalloproteinase,Linear,-0.33539454395708607,Multiple CDRs,J9Z332.1,6ION_A,real,4,2,14
Phospholipase A2,Mixed,-0.39705120834830065,Multiple CDRs,AAB36472.1,6IOM_B,real,3,3,14
Snake Venom Serine Protease,Specific,-0.11445816322190058,Exosite,SYN_TOX_SVSP_46,SYN_MAB_93_H,synthetic,5,4,8
Phospholipase A2,Mixed,0.06360756805376852,CDR-H3,XCA51214.1,P13987.1,real,3,3,2
Disintegrin,Linear,-0.40620336946887153,Multiple CDRs,ABD34834.1,8SXP_H,real,1,2,14
Disintegrin,Mixed,-0.24820816696638426,Multiple CDRs,AAB30855.1,NP_001265043.1,real,1,3,14
Cysteine-Rich Secretory Protein,Mixed,-0.33089874551189336,CDR-H3,KAG8124480.1,P00740.2,real,0,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.11285252092004606,Multiple CDRs,XP_013911769.1,6IOM_B,real,0,1,14
Phospholipase A2,Linear,0.10342749713976127,CDR-H3,AAB33760.1,8SXP_L,real,3,2,2
Disintegrin,Linear,-0.3976934652690424,CDR-H3,AAB27210.1,NP_001455.3,real,1,2,2
Cysteine-Rich Secretory Protein,Mixed,0.20683086137919396,CDR-H3,CAP74088.1,P00740.2,real,0,3,2
Snake Venom Metalloproteinase,Linear,-0.4198513290346352,CDR-H3,J3SDW8.1,9MIB_H,real,4,2,2
Snake Venom Metalloproteinase,Conformational,-0.2886703529731188,Multiple CDRs,U5PZ28.1,4V1D_D,real,4,1,14
Snake Venom Metalloproteinase,Mixed,-0.2759857787884679,CDR-H3,J3SBP9.1,9CLP_L,real,4,3,2
Phospholipase A2,Conformational,-0.3925554099031079,CDR-H3,AAB28455.1,6IOM_B,real,3,1,2
Disintegrin,Specific,-0.3135578086518643,C-terminal Region,SYN_TOX_DIS_69,SYN_MAB_13_H,synthetic,1,4,0
Snake Venom Serine Protease,Conformational,-0.41696117289129697,CDR-H3,Q9I8X1.2,4V1D_D,real,5,1,2
Snake Venom Serine Protease,Conformational,-0.37184262420918424,CDR-H3,P0DJF5.1,9B7V_H,real,5,1,2
Phospholipase A2,Conformational,-0.309222574436857,Multiple CDRs,AAB36471.1,9MI0_P,real,3,1,14
Phospholipase A2,Mixed,0.04755114503522307,CDR-H3,XCA51353.1,8SXP_H,real,3,3,2
Snake Venom Metalloproteinase,Linear,-0.362208770398057,CDR-H3,A2TK72.1,9MI0_P,real,4,2,2
Snake Venom Metalloproteinase,Linear,-0.42755841208353695,CDR-H3,P0DQT6.1,8SXP_L,real,4,2,2
Snake Venom Serine Protease,Linear,0.3224371071127213,CDR-H3,Q27J47.1,9CLP_C,real,5,2,2
Snake Venom Metalloproteinase,Linear,0.25933536464983764,Multiple CDRs,Q698K8.3,4V1D_D,real,4,2,14
Phospholipase A2,Specific,-0.08716224409037332,Calcium Binding Loop,SYN_TOX_PLA2_197,SYN_MAB_141_H,synthetic,3,4,3
Phospholipase A2,Linear,-0.11253139245967517,Multiple CDRs,XCA51265.1,8SXP_L,real,3,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.4070061906197988,CDR-H3,KAG8124483.1,NP_000602.1,real,0,1,2
Snake Venom Metalloproteinase,Conformational,-0.3471157327606243,CDR-H3,P0DQT6.1,9MIA_L,real,4,1,2
Snake Venom Serine Protease,Linear,-0.4233837420987152,Multiple CDRs,B0FXM1.1,4V1D_A,real,5,2,14
Snake Venom Serine Protease,Conformational,0.06697941688766303,CDR-H3,E5L0E4.1,9CLP_L,real,5,1,2
Snake Venom Metalloproteinase,Conformational,-0.34470726930784246,Multiple CDRs,Q9PW36.1,9MIA_R,real,4,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.3448678335380279,CDR-H3,XP_026547764.1,6ION_A,real,0,3,2
Cysteine-Rich Secretory Protein,Conformational,-0.20437413212575517,Multiple CDRs,XP_026546646.1,4V1D_D,real,0,1,14
Snake Venom Serine Protease,Conformational,-0.266512489207526,CDR-H3,P84787.1,6ION_A,real,5,1,2
Snake Venom Metalloproteinase,Linear,-0.39303710259366426,Multiple CDRs,J3S829.1,4V1D_A,real,4,2,14
Snake Venom Metalloproteinase,Linear,-0.39705120834830065,CDR-H3,J3S830.1,9CLP_H,real,4,2,2
Snake Venom Serine Protease,Linear,0.20024772794159038,Multiple CDRs,P0CG03.1,9CU6_K,real,5,2,14
Three-Finger Toxin,Broad-spectrum,7.249017433083045,Multiple epitopes,SYN_TOX_3FTx_122,SYN_MAB_91_H,synthetic,6,0,15
Three-Finger Toxin,Broad-spectrum,1.0817453516597357,Multiple epitopes,SYN_TOX_3FTx_3,SYN_MAB_61_H,synthetic,6,0,15
Snake Venom Metalloproteinase,Conformational,-0.23905600584581335,CDR-H3,U5PZ28.1,Q9HCN6.4,real,4,1,2
Cysteine-Rich Secretory Protein,Linear,-0.4127865029064752,CDR-H3,XP_039190751.1,1CDR_A,real,0,2,2
Kunitz-type Serine Protease Inhibitor,Broad-spectrum,2.518795211819554,Multiple epitopes,SYN_TOX_KSPI_124,SYN_MAB_40_H,synthetic,2,0,15
Cysteine-Rich Secretory Protein,Linear,-0.1971487417674097,CDR-H3,XP_039204466.1,6IOM_A,real,0,2,2
Cysteine-Rich Secretory Protein,Conformational,-0.40877239715183883,Multiple CDRs,XP_034288380.1,4V1D_A,real,0,1,14
Snake Venom Serine Protease,Specific,-0.34406501238710063,Exosite,SYN_TOX_SVSP_4,SYN_MAB_93_H,synthetic,5,4,8
Kunitz-type Serine Protease Inhibitor,Specific,-0.41471327366870064,Inhibitory Loop,SYN_TOX_KSPI_19,SYN_MAB_96_H,synthetic,2,4,10
Snake Venom Serine Protease,Mixed,-0.3355551081872716,CDR-H3,E5L0E3.1,4V1D_D,real,5,3,2
Disintegrin,Mixed,-0.35851579310379156,CDR-H3,AAB22477.1,1CDR_A,real,1,3,2
Phospholipase A2,Mixed,-0.28642245375052244,CDR-H3,AAB33759.1,9CLP_H,real,3,3,2
Disintegrin,Specific,-0.05183811344957332,RGD Motif,SYN_TOX_DIS_132,SYN_MAB_148_H,synthetic,1,4,17
Cysteine-Rich Secretory Protein,Mixed,-0.3527354808171152,CDR-H3,KAG8124483.1,8SXP_L,real,0,3,2
Cysteine-Rich Secretory Protein,Mixed,-0.16134291843605333,Multiple CDRs,XP_039185515.1,6IOM_A,real,0,3,14
Snake Venom Metalloproteinase,Conformational,-0.1239314528028424,Multiple CDRs,P82942.1,NP_001455.3,real,4,1,14
Cysteine-Rich Secretory Protein,Conformational,-0.33780300740986785,Multiple CDRs,XP_026547764.1,8SXP_H,real,0,1,14
Snake Venom Serine Protease,Specific,-0.08395095948666424,Substrate Binding Site,SYN_TOX_SVSP_88,SYN_MAB_103_H,synthetic,5,4,19
Snake Venom Serine Protease,Conformational,-0.17932611221682426,Multiple CDRs,C0HK19.1,9MIA_L,real,5,1,14
Cysteine-Rich Secretory Protein,Mixed,-0.3572312792623079,CDR-H3,KAG8124480.1,1CDQ_A,real,0,3,2
Snake Venom Serine Protease,Conformational,-0.41856681519315153,Multiple CDRs,B0FXM2.1,9MIA_R,real,5,1,14
Cysteine-Rich Secretory Protein,Linear,-0.3673468257639915,CDR-H3,XP_034288378.1,Q9HCN6.4,real,0,2,2
Snake Venom Metalloproteinase,Mixed,-0.40010192872182426,CDR-H3,Q0NZX6.1,NP_001424713.1,real,4,3,2
Snake Venom Metalloproteinase,Mixed,-0.19457971408444244,Multiple CDRs,V5TBK6.1,6ION_A,real,4,3,14
Snake Venom Serine Protease,Mixed,-0.3183747355574279,Multiple CDRs,Q9PT51.1,4V1D_D,real,5,3,14
Disintegrin,Specific,-0.28144496261477336,RGD Motif,SYN_TOX_DIS_48,SYN_MAB_148_H,synthetic,1,4,17
Cysteine-Rich Secretory Protein,Linear,0.06505264612543761,CDR-H3,CAP74089.1,Q9HCN6.4,real,0,2,2
Disintegrin,Linear,-0.3472762969908097,Multiple CDRs,AAB22477.1,1CDQ_A,real,1,2,14
Snake Venom Serine Protease,Linear,-0.390468074910697,Multiple CDRs,Q2PQJ3.1,P13987.1,real,5,2,14
Cysteine-Rich Secretory Protein,Conformational,-0.27181110880364606,Multiple CDRs,AAL54918.1,6ION_A,real,0,1,14
Snake Venom Serine Protease,Linear,-0.1112468786181915,Multiple CDRs,Q8UUJ1.2,4V1D_B,real,5,2,14
Disintegrin,Mixed,-0.2254080462800497,CDR-H3,AAB27210.1,9CLP_C,real,1,3,2
