toxin_id,toxin_type,antibody_id,binding_affinity_nM,neutralization_percentage,binding_type,binding_site,species
Q5XUW8.1,Snake Venom Metalloproteinase,Q9HCN6.4,7.7,61.8,Linear,Multiple CDRs,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,P00740.2,7.93,60.3,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,1CDQ_A,2.49,72.2,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,6ION_A,16.8,14.7,Conformational,Multiple CDRs,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,6IOM_B,3.25,84.0,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,6IOM_A,19.54,21.3,Conformational,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,1CDS_A,8.03,44.6,Conformational,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,NP_001265043.1,13.87,25.4,Conformational,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,NP_001455.3,2.12,96.2,Mixed,Multiple CDRs,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,8SXP_H,3.83,85.1,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,8SXP_L,13.92,22.7,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,4V1D_E,10.44,46.7,Linear,Multiple CDRs,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,4V1D_D,1.64,88.0,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,4V1D_B,8.09,79.2,Mixed,CDR-H3,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,4V1D_A,7.82,62.0,Linear,Multiple CDRs,Bothrops insularis
Q5XUW8.1,Snake Venom Metalloproteinase,1CDR_A,2.17,100.0,Mixed,Multiple CDRs,Bothrops insularis
XP_026546646.1,Cysteine-Rich Secretory Protein,9MIA_N,7.55,64.3,Linear,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,9MI0_R,39.13,0.0,Conformational,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,9CU6_D,7.94,69.7,Conformational,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,8TO9_Z,3.94,62.1,Conformational,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,8TO9_C,5.76,68.0,Linear,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,9CLP_L,2.52,82.3,Mixed,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,9CLP_H,31.17,0.0,Mixed,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,9CLP_C,2.46,95.6,Mixed,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,NP_000602.1,3.64,90.4,Conformational,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,P13987.1,0.73,93.9,Linear,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,16.61,27.1,Conformational,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,P00740.2,48.03,0.0,Mixed,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,1CDQ_A,12.85,37.8,Conformational,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,6ION_A,10.95,47.9,Mixed,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,6IOM_B,5.76,67.4,Linear,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,6IOM_A,19.16,0.0,Conformational,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,1CDS_A,3.85,76.7,Conformational,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,8SXP_H,37.71,0.0,Mixed,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,8SXP_L,3.35,70.0,Mixed,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,4V1D_E,4.97,74.4,Linear,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,4V1D_D,14.5,22.6,Conformational,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,4V1D_B,22.39,0.0,Mixed,CDR-H3,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,4V1D_A,8.05,54.2,Linear,Multiple CDRs,Notechis scutatus
XP_026546646.1,Cysteine-Rich Secretory Protein,1CDR_A,3.13,99.6,Mixed,Multiple CDRs,Notechis scutatus
XP_070812678.1,Cysteine-Rich Secretory Protein,9MIA_H,4.45,89.1,Conformational,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,9B7V_L,4.32,72.3,Mixed,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,9B7V_H,1.35,89.7,Linear,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,8U9Y_F,7.32,66.7,Mixed,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,9CLP_L,3.4,81.6,Mixed,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,9CLP_L,3.26,86.3,Conformational,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,9CLP_H,9.9,44.0,Mixed,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,9CLP_C,6.81,57.9,Linear,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,NP_000602.1,13.94,37.3,Linear,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,P13987.1,9.35,65.3,Mixed,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,Q9HCN6.4,12.31,55.6,Conformational,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,P00740.2,27.45,0.0,Linear,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,1CDQ_A,17.07,28.6,Conformational,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,6ION_A,3.88,90.8,Conformational,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,6IOM_B,7.61,67.7,Linear,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,6IOM_A,43.22,0.0,Linear,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,1CDS_A,34.05,0.0,Mixed,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,8SXP_H,7.22,68.4,Mixed,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,8SXP_L,7.82,73.4,Conformational,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,4V1D_E,15.23,28.0,Linear,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,4V1D_D,1.17,99.4,Linear,CDR-H3,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,4V1D_B,31.94,0.0,Mixed,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,4V1D_A,16.49,5.8,Conformational,Multiple CDRs,Pituophis catenifer annectens
XP_070812678.1,Cysteine-Rich Secretory Protein,1CDR_A,25.44,0.0,Conformational,Multiple CDRs,Pituophis catenifer annectens
P81824.2,Snake Venom Serine Protease,9MIA_R,28.03,0.0,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,9MI0_N,7.41,57.5,Mixed,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,9CU6_F,16.8,11.5,Mixed,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,9B7R_L,5.17,69.2,Mixed,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,8TO9_Z,5.72,69.3,Mixed,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,9CLP_L,35.37,0.0,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,9CLP_H,11.81,37.1,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,9CLP_C,12.86,40.6,Linear,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,NP_000602.1,0.91,73.3,Conformational,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,P13987.1,1.52,91.2,Conformational,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,Q9HCN6.4,16.19,4.6,Mixed,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,P00740.2,33.94,0.0,Mixed,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,1CDQ_A,4.29,77.7,Linear,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,6ION_A,3.14,88.7,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,6IOM_B,1.69,95.4,Conformational,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,6IOM_A,54.14,0.0,Mixed,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,1CDS_A,4.05,70.2,Mixed,Multiple CDRs,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,8SXP_H,13.06,35.7,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,8SXP_L,3.81,87.3,Linear,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,4V1D_E,3.81,78.7,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,4V1D_D,34.19,0.0,Mixed,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,4V1D_B,9.15,50.7,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,4V1D_A,11.78,37.9,Conformational,CDR-H3,Bothrops jararaca
P81824.2,Snake Venom Serine Protease,1CDR_A,8.84,60.9,Mixed,Multiple CDRs,Bothrops jararaca
Q8UUJ2.2,Snake Venom Serine Protease,9MIB_P,2.38,88.4,Mixed,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,9CU6_F,24.72,0.0,Mixed,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,8U9Y_N,2.69,87.4,Linear,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,9CLP_L,17.72,24.5,Linear,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,9CLP_L,7.1,40.9,Mixed,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,9CLP_H,31.52,0.0,Mixed,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,9CLP_C,24.62,0.0,Mixed,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,NP_000602.1,9.79,58.3,Mixed,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,P13987.1,6.32,86.8,Conformational,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,Q9HCN6.4,3.91,70.8,Mixed,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,P00740.2,3.45,91.3,Mixed,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,1CDQ_A,20.82,0.0,Conformational,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,6ION_A,5.44,87.3,Linear,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,6IOM_B,9.02,64.2,Mixed,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,6IOM_A,2.81,98.4,Conformational,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,1CDS_A,8.28,64.3,Conformational,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,8SXP_H,11.08,19.1,Mixed,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,8SXP_L,12.94,48.0,Conformational,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,4V1D_E,5.98,73.7,Conformational,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,4V1D_D,2.35,83.0,Conformational,CDR-H3,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,4V1D_B,5.06,89.8,Conformational,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,4V1D_A,3.78,76.6,Linear,Multiple CDRs,Gloydius ussuriensis
Q8UUJ2.2,Snake Venom Serine Protease,1CDR_A,2.75,77.8,Mixed,CDR-H3,Gloydius ussuriensis
AAB28455.1,Phospholipase A2,9MIB_L,3.79,58.9,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,9B7R_L,6.61,85.6,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,9CLP_C,16.95,0.9,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,9CLP_L,34.73,0.0,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,9CLP_H,3.98,80.5,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,9CLP_C,12.03,55.7,Linear,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,NP_000602.1,3.91,70.4,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,P13987.1,3.29,80.8,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,Q9HCN6.4,1.62,100.0,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,P00740.2,12.55,52.7,Mixed,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,1CDQ_A,24.34,0.0,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,6ION_A,5.08,82.0,Linear,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,6IOM_B,2.78,96.7,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,6IOM_A,2.56,100.0,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,1CDS_A,14.73,10.7,Linear,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,8SXP_H,4.26,68.8,Mixed,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,8SXP_L,5.37,72.0,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,4V1D_E,39.83,0.0,Conformational,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,4V1D_D,0.95,100.0,Linear,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,4V1D_B,10.26,26.7,Conformational,Multiple CDRs,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,4V1D_A,7.34,65.7,Mixed,CDR-H3,Craspedocephalus gramineus
AAB28455.1,Phospholipase A2,1CDR_A,29.42,0.0,Mixed,CDR-H3,Craspedocephalus gramineus
AEI52542.1,Kunitz-type Serine Protease Inhibitor,9CU5_D,12.38,53.1,Conformational,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,8U9Y_F,5.19,75.7,Conformational,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,9CLP_C,14.6,41.8,Mixed,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,9CLP_L,5.19,60.0,Conformational,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,9CLP_H,4.28,79.5,Linear,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,9CLP_C,19.39,5.6,Conformational,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,NP_000602.1,3.42,75.1,Conformational,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,P13987.1,5.74,67.3,Linear,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,Q9HCN6.4,1.67,90.0,Linear,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,P00740.2,17.5,11.3,Mixed,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,1CDQ_A,3.33,66.4,Conformational,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,6ION_A,6.26,84.0,Linear,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,6IOM_B,3.95,74.7,Mixed,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,6IOM_A,6.93,50.7,Mixed,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,1CDS_A,14.5,21.0,Mixed,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,8SXP_H,1.99,81.3,Linear,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,8SXP_L,9.3,44.3,Mixed,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,4V1D_E,39.55,0.0,Linear,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,4V1D_D,10.93,36.0,Conformational,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,4V1D_B,4.32,75.9,Linear,CDR-H3,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,4V1D_A,7.18,64.0,Linear,Multiple CDRs,Vipera renardi
AEI52542.1,Kunitz-type Serine Protease Inhibitor,1CDR_A,39.01,0.0,Conformational,CDR-H3,Vipera renardi
F8RKV9.1,Snake Venom Metalloproteinase,9MIB_R,17.37,18.6,Linear,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9MIB_N,8.33,65.5,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9MIB_H,4.29,100.0,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9MI0_K,3.56,81.1,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9MI0_L,1.08,100.0,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9CLP_L,6.82,67.8,Linear,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9CLP_H,31.34,0.0,Conformational,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,9CLP_C,31.46,0.0,Linear,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,NP_000602.1,44.48,0.0,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,NP_001265042.1,45.3,0.0,Linear,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,P13987.1,5.14,86.6,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,NP_001424713.1,2.38,80.6,Conformational,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,Q9HCN6.4,30.27,0.0,Conformational,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,P00740.2,3.74,78.2,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,1CDQ_A,20.24,3.8,Conformational,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,6ION_A,23.73,0.0,Conformational,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,6IOM_B,15.85,27.8,Linear,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,6IOM_A,20.57,5.8,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,1CDS_A,22.11,0.0,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,NP_001265043.1,1.39,82.2,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,NP_001455.3,15.94,36.1,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,8SXP_H,6.99,58.3,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,8SXP_L,1.12,100.0,Conformational,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,4V1D_E,20.35,0.0,Mixed,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,4V1D_D,6.11,74.0,Mixed,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,4V1D_B,3.03,70.8,Linear,Multiple CDRs,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,4V1D_A,84.07,0.0,Linear,CDR-H3,Drysdalia coronoides
F8RKV9.1,Snake Venom Metalloproteinase,1CDR_A,16.59,21.2,Linear,Multiple CDRs,Drysdalia coronoides
Q072L6.1,Snake Venom Serine Protease,9MIB_N,4.17,69.1,Conformational,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9MIA_K,18.6,0.0,Conformational,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9MIA_L,18.35,0.0,Conformational,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9CU6_G,2.73,86.9,Mixed,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9CU5_F,5.47,80.4,Linear,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9CLP_L,2.23,98.9,Conformational,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9CLP_H,6.56,84.3,Mixed,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,9CLP_C,38.14,0.0,Linear,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,NP_000602.1,6.23,59.4,Linear,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,P13987.1,4.14,81.8,Linear,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,Q9HCN6.4,6.54,69.4,Conformational,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,P00740.2,1.51,96.0,Mixed,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,1CDQ_A,12.05,42.7,Conformational,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,6ION_A,1.47,93.3,Linear,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,6IOM_B,1.83,91.9,Conformational,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,6IOM_A,7.33,65.6,Conformational,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,1CDS_A,19.27,11.9,Mixed,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,8SXP_H,4.3,72.3,Conformational,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,8SXP_L,7.73,71.7,Linear,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,4V1D_E,10.21,48.5,Linear,CDR-H3,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,4V1D_D,0.91,90.7,Linear,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,4V1D_B,10.32,51.9,Mixed,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,4V1D_A,5.95,66.3,Mixed,Multiple CDRs,Bothrops asper
Q072L6.1,Snake Venom Serine Protease,1CDR_A,9.03,46.5,Conformational,Multiple CDRs,Bothrops asper
P0CG03.1,Snake Venom Serine Protease,9MI0_P,30.82,0.0,Mixed,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9MI0_N,0.56,99.3,Conformational,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9CU6_K,39.7,0.0,Linear,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9CU5_D,12.2,51.1,Linear,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9B7V_H,10.15,38.3,Conformational,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9CLP_L,17.35,8.4,Linear,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9CLP_H,62.95,0.0,Conformational,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,9CLP_C,4.09,95.2,Conformational,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,NP_000602.1,81.8,0.0,Conformational,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,P13987.1,25.33,0.0,Linear,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,Q9HCN6.4,9.24,47.3,Linear,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,P00740.2,3.83,75.0,Mixed,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,1CDQ_A,3.85,82.2,Conformational,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,6ION_A,2.45,90.4,Mixed,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,6IOM_B,44.36,0.0,Conformational,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,6IOM_A,54.75,0.0,Mixed,CDR-H3,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,1CDS_A,12.98,41.3,Linear,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,8SXP_H,4.99,63.1,Mixed,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,8SXP_L,7.58,61.4,Linear,Multiple CDRs,Bothrops alternatus
P0CG03.1,Snake Venom Serine Protease,4V1D_E,22.61,0.0,Linear,CDR-H3,Bothrops alternatus
